PsrID,FullName,ShortName,Extension
3323,07-Sistema154 - 66 kV (Centro)\Solis - Tap Off Teno 154kV C1\Solis-Est119A(TO Teno) 154kV C1.ElmLne,Solis-Est119A(TO Teno) 154kV C1,ElmLne
3324,07-Sistema154 - 66 kV (Centro)\Solis - Tap Off Teno 154kV C2\Est119A(Solis) - Tap Off Teno 154kV C2.ElmLne,Est119A(Solis) - Tap Off Teno 154kV C2,ElmLne
3325,07-Sistema154 - 66 kV (Centro)\Solis - Tap Off Teno 154kV C2\Solis-Est119A(TO Teno) 154kV C2.ElmLne,Solis-Est119A(TO Teno) 154kV C2,ElmLne
3326,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C1\Itahue -Tap Los Maquis 66 kV C1.ElmLne,Itahue -Tap Los Maquis 66 kV C1,ElmLne
3327,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C1\Talca - Panguilemo 66 kV C1.ElmLne,Talca - Panguilemo 66 kV C1,ElmLne
3328,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C1\Tap Los Maquis - Panguilemo 66 kV C1.ElmLne,Tap Los Maquis - Panguilemo 66 kV C1,ElmLne
3329,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C2\Itahue - Tap Los Maquis 66 kV C2.ElmLne,Itahue - Tap Los Maquis 66 kV C2,ElmLne
3330,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C2\Talca - Panguilemo 66 kV C2.ElmLne,Talca - Panguilemo 66 kV C2,ElmLne
3331,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C2\Tap Los Maquis - Tap San Rafael  66 kV.ElmLne,Tap Los Maquis - Tap San Rafael  66 kV,ElmLne
3332,07-Sistema154 - 66 kV (Centro)\Talca - Itahue 66 kV C2\Tap San Rafael - Panguilemo  66 kV.ElmLne,Tap San Rafael - Panguilemo  66 kV,ElmLne
3333,07-Sistema154 - 66 kV (Centro)\Talca - Maule 66 kV L2\Est 74 - San Miguel 66 kV.ElmLne,Est 74 - San Miguel 66 kV,ElmLne
3334,07-Sistema154 - 66 kV (Centro)\Talca - Maule 66 kV L2\Maule - Est 74 66 kV.ElmLne,Maule - Est 74 66 kV,ElmLne
3335,07-Sistema154 - 66 kV (Centro)\Talca - Maule 66 kV L2\San Miguel - Talca 66 kV.ElmLne,San Miguel - Talca 66 kV,ElmLne
3336,07-Sistema154 - 66 kV (Centro)\Talca - Piduco 66kV\Est 29 - Piduco 66 kV L1.ElmLne,Est 29 - Piduco 66 kV L1,ElmLne
3337,07-Sistema154 - 66 kV (Centro)\Talca - Piduco 66kV\Talca - Est 29 66 kV.ElmLne,Talca - Est 29 66 kV,ElmLne
3338,07-Sistema154 - 66 kV (Centro)\Talca - Tap San Javier 66 kV\Est 11 (El Ruil) - La Palma C1 66 kV.ElmLne,Est 11 (El Ruil) - La Palma C1 66 kV,ElmLne
3339,07-Sistema154 - 66 kV (Centro)\Talca - Tap San Javier 66 kV\La Palma - Tap San Javier 66 kV.ElmLne,La Palma - Tap San Javier 66 kV,ElmLne
3340,07-Sistema154 - 66 kV (Centro)\Tap Fátima - Tap Tuniche 154 kV C2\Fátima - Paine 154 kV C2.ElmLne,Fátima - Paine 154 kV C2,ElmLne
3341,07-Sistema154 - 66 kV (Centro)\Tap Fátima - Tap Tuniche 154 kV C2\Tap Paine-Tuniche 154 kV C2.ElmLne,Tap Paine-Tuniche 154 kV C2,ElmLne
3342,07-Sistema154 - 66 kV (Centro)\Tap Longaví - Retiro 66kV\Est 110 - Retiro 66KV C1.ElmLne,Est 110 - Retiro 66KV C1,ElmLne
3343,07-Sistema154 - 66 kV (Centro)\Tap Longaví - Retiro 66kV\Est 84 - Est 95 66KV C1.ElmLne,Est 84 - Est 95 66KV C1,ElmLne
3344,07-Sistema154 - 66 kV (Centro)\Tap Longaví - Retiro 66kV\Est 95 - Est 110 66KV C1.ElmLne,Est 95 - Est 110 66KV C1,ElmLne
3345,07-Sistema154 - 66 kV (Centro)\Tap Longaví - Retiro 66kV\Tap Longaví- Est 84 66KV C1.ElmLne,Tap Longaví- Est 84 66KV C1,ElmLne
3346,07-Sistema154 - 66 kV (Centro)\Tap San Javier - Tap Nirivilo 66kV\Est 164 - Est 165 66KV C1.ElmLne,Est 164 - Est 165 66KV C1,ElmLne
3347,07-Sistema154 - 66 kV (Centro)\Tap San Javier - Tap Nirivilo 66kV\Est 165 - Tap Nirivilo 66KV C1.ElmLne,Est 165 - Tap Nirivilo 66KV C1,ElmLne
3348,07-Sistema154 - 66 kV (Centro)\Tap San Javier - Tap Nirivilo 66kV\Est 22 - Est 23 66KV C1.ElmLne,Est 22 - Est 23 66KV C1,ElmLne
3349,07-Sistema154 - 66 kV (Centro)\Tap San Javier - Tap Nirivilo 66kV\Est 23 - Est 164 66KV C1.ElmLne,Est 23 - Est 164 66KV C1,ElmLne
3350,07-Sistema154 - 66 kV (Centro)\Tap San Javier - Tap Nirivilo 66kV\Tap San Javier- Est 22 66KV C1.ElmLne,Tap San Javier- Est 22 66KV C1,ElmLne
3351,07-Sistema154 - 66 kV (Centro)\Tap San Javier- Villa Alegre 66kV\Est 121 - Est 139 66KV C1.ElmLne,Est 121 - Est 139 66KV C1,ElmLne
3352,07-Sistema154 - 66 kV (Centro)\Tap San Javier- Villa Alegre 66kV\Est 139 - Villa Alegre 66KV C1.ElmLne,Est 139 - Villa Alegre 66KV C1,ElmLne
3353,07-Sistema154 - 66 kV (Centro)\Tap San Javier- Villa Alegre 66kV\Est 94 - Est 121 66KV C1.ElmLne,Est 94 - Est 121 66KV C1,ElmLne
3354,07-Sistema154 - 66 kV (Centro)\Tap San Javier- Villa Alegre 66kV\Tap San Javier - Est 94 66KV C1.ElmLne,Tap San Javier - Est 94 66KV C1,ElmLne
3355,07-Sistema154 - 66 kV (Centro)\Teno - Rauquen 66kV\Est189-2(Teno) - Est213(Rauquen) 66KV C1.ElmLne,Est189-2(Teno) - Est213(Rauquen) 66KV C1,ElmLne
3356,07-Sistema154 - 66 kV (Centro)\Teno - Rauquen 66kV\Est213(Teno) - Est216(Rauquen) 66KV C1.ElmLne,Est213(Teno) - Est216(Rauquen) 66KV C1,ElmLne
3357,07-Sistema154 - 66 kV (Centro)\Teno - Rauquen 66kV\Est216(Teno) - Rauquen 66KV C1.ElmLne,Est216(Teno) - Rauquen 66KV C1,ElmLne
3358,07-Sistema154 - 66 kV (Centro)\Teno - Rauquen 66kV\Teno - Est189-2(Rauquen) 66KV C1.ElmLne,Teno - Est189-2(Rauquen) 66KV C1,ElmLne
3359,07-Sistema154 - 66 kV (Centro)\Tinguirirca - Solis 154 kV C1\Est120A(Tinguirirca)-Solis 154kV C1.ElmLne,Est120A(Tinguirirca)-Solis 154kV C1,ElmLne
3360,07-Sistema154 - 66 kV (Centro)\Tinguirirca - Solis 154 kV C1\Tinguirirca-Est120A(Solis) 154kV C1.ElmLne,Tinguirirca-Est120A(Solis) 154kV C1,ElmLne
3361,07-Sistema154 - 66 kV (Centro)\Villa Alegre - Tap Linares Norte 66kV\EST 158 - EST 173 66KV C1.ElmLne,EST 158 - EST 173 66KV C1,ElmLne
3362,07-Sistema154 - 66 kV (Centro)\Villa Alegre - Tap Linares Norte 66kV\EST 173 - Linares Norte 66KV C1.ElmLne,EST 173 - Linares Norte 66KV C1,ElmLne
3363,07-Sistema154 - 66 kV (Centro)\Villa Alegre - Tap Linares Norte 66kV\Villa Alegre - EST 158 66KV C1.ElmLne,Villa Alegre - EST 158 66KV C1,ElmLne
3364,08-Charrúa\1x23 kV Espiga de Oro-Tap Espiga de Oro.ElmLne,1x23 kV Espiga de Oro-Tap Espiga de Oro,ElmLne
3365,08-Charrúa\Angol - Los Sauces 66 kV.ElmLne,Angol - Los Sauces 66 kV,ElmLne
3366,08-Charrúa\Antuco - Charrua 220 kV L1.ElmLne,Antuco - Charrua 220 kV L1,ElmLne
3367,08-Charrúa\Antuco - Charrua 220 kV L2.ElmLne,Antuco - Charrua 220 kV L2,ElmLne
3368,08-Charrúa\Antuco - Trupan 220 kV.ElmLne,Antuco - Trupan 220 kV,ElmLne
3369,08-Charrúa\BP81 - Central Renaico.ElmLne,BP81 - Central Renaico,ElmLne
3370,08-Charrúa\Cabrero - Masisa 66 kV.ElmLne,Cabrero - Masisa 66 kV,ElmLne
3371,08-Charrúa\Celulosa Laja - La Señoraza 220kV.ElmLne,Celulosa Laja - La Señoraza 220kV,ElmLne
3372,08-Charrúa\Charrua - Los Angeles 154 kV.ElmLne,Charrua - Los Angeles 154 kV,ElmLne
3373,08-Charrúa\Charrua -Trupan 220 kV C1.ElmLne,Charrua -Trupan 220 kV C1,ElmLne
3374,08-Charrúa\Charrúa - Cholguán 66 kV.ElmLne,Charrúa - Cholguán 66 kV,ElmLne
3375,08-Charrúa\Charrúa - Enlace 66 kV.ElmLne,Charrúa - Enlace 66 kV,ElmLne
3376,08-Charrúa\Charrúa - Los Pinos 220 kV.ElmLne,Charrúa - Los Pinos 220 kV,ElmLne
3377,08-Charrúa\Charrúa - Monte Aguila 66 kV.ElmLne,Charrúa - Monte Aguila 66 kV,ElmLne
3378,08-Charrúa\Charrúa - Quilleco 220 kV.ElmLne,Charrúa - Quilleco 220 kV,ElmLne
3379,08-Charrúa\Charrúa - Santa Lidia 220 kV.ElmLne,Charrúa - Santa Lidia 220 kV,ElmLne
3380,08-Charrúa\Charrúa - Santa María 220 kV C1.ElmLne,Charrúa - Santa María 220 kV C1,ElmLne
3381,08-Charrúa\Charrúa - Santa María 220 kV C2.ElmLne,Charrúa - Santa María 220 kV C2,ElmLne
3382,08-Charrúa\Charrúa - Tap PE El Maitén 66 kV.ElmLne,Charrúa - Tap PE El Maitén 66 kV,ElmLne
3383,08-Charrúa\Colector Eq. PFV Espiga de Oro 0.8 kV.ElmLne,Colector Eq. PFV Espiga de Oro 0.8 kV,ElmLne
3384,08-Charrúa\Colector Equivalente.ElmLne,Colector Equivalente,ElmLne
3385,08-Charrúa\Colector_Equivalente_PE_Mesamavida.ElmLne,Colector_Equivalente_PE_Mesamavida,ElmLne
3386,08-Charrúa\Coyanco - PE Alena 154kV.ElmLne,Coyanco - PE Alena 154kV,ElmLne
3387,08-Charrúa\El Toro - Antuco 220 kV L1.ElmLne,El Toro - Antuco 220 kV L1,ElmLne
3388,08-Charrúa\El Toro - Antuco 220 kV L2.ElmLne,El Toro - Antuco 220 kV L2,ElmLne
3389,08-Charrúa\Enlace - Bucalemu 66 kV.ElmLne,Enlace - Bucalemu 66 kV,ElmLne
3390,08-Charrúa\Enlace - Fibranova 66 kV.ElmLne,Enlace - Fibranova 66 kV,ElmLne
3391,08-Charrúa\Inforsa - Santa Fé 220 kV.ElmLne,Inforsa - Santa Fé 220 kV,ElmLne
3392,08-Charrúa\La Confianza - Tap La confianza 23 kV.ElmLne,La Confianza - Tap La confianza 23 kV,ElmLne
3393,08-Charrúa\La Confianza - Tap La confianza 23 kV_a.ElmLne,La Confianza - Tap La confianza 23 kV_a,ElmLne
3394,08-Charrúa\La Esperanza - Espiga de oro 23 kV.ElmLne,La Esperanza - Espiga de oro 23 kV,ElmLne
3395,08-Charrúa\La Señoraza - Laja 66kV.ElmLne,La Señoraza - Laja 66kV,ElmLne
3396,08-Charrúa\Laja - FFCC Laja 66 kV.ElmLne,Laja - FFCC Laja 66 kV,ElmLne
3397,08-Charrúa\Laja - Tap PE El Maitén 66 kV.ElmLne,Laja - Tap PE El Maitén 66 kV,ElmLne
3398,08-Charrúa\Los Angeles - Manso de Velasco 66kV.ElmLne,Los Angeles - Manso de Velasco 66kV,ElmLne
3399,08-Charrúa\Los Ángeles - Los Buenos Aires 66 kV.ElmLne,Los Ángeles - Los Buenos Aires 66 kV,ElmLne
3400,08-Charrúa\M Dolores - Laja 220 kV.ElmLne,M Dolores - Laja 220 kV,ElmLne
3401,08-Charrúa\Mampil - Peuchen 220 kV.ElmLne,Mampil - Peuchen 220 kV,ElmLne
3402,08-Charrúa\Manso de Velasco - El Avellano 66kV.ElmLne,Manso de Velasco - El Avellano 66kV,ElmLne
3403,08-Charrúa\Nahuelbuta - Angol 66 kV.ElmLne,Nahuelbuta - Angol 66 kV,ElmLne
3404,08-Charrúa\Negrete - La Esperanza 23 kV.ElmLne,Negrete - La Esperanza 23 kV,ElmLne
3405,08-Charrúa\PE CUEL Eq.ElmLne,PE CUEL Eq,ElmLne
3406,08-Charrúa\PE Negrete - CE.ElmLne,PE Negrete - CE,ElmLne
3407,08-Charrúa\Peuchen - Tap La Confianza 25 mts.ElmLne,Peuchen - Tap La Confianza 25 mts,ElmLne
3408,08-Charrúa\Peuchén - Llauquereo 23 kV.ElmLne,Peuchén - Llauquereo 23 kV,ElmLne
3409,08-Charrúa\Quilleco - Rucue 220 kV.ElmLne,Quilleco - Rucue 220 kV,ElmLne
3410,08-Charrúa\Ralco - Zona Caída 220kV C2.ElmLne,Ralco - Zona Caída 220kV C2,ElmLne
3411,08-Charrúa\Rucue - Mampil 220 kV.ElmLne,Rucue - Mampil 220 kV,ElmLne
3412,08-Charrúa\Rucúe - Charrúa 220 kV L1.ElmLne,Rucúe - Charrúa 220 kV L1,ElmLne
3413,08-Charrúa\Santa Fe - Pacífico 220 kV.ElmLne,Santa Fe - Pacífico 220 kV,ElmLne
3414,08-Charrúa\Santa Luisa - Cuel 154 kV.ElmLne,Santa Luisa - Cuel 154 kV,ElmLne
3415,08-Charrúa\Santa Luisa - Tap Coyanco 66 kV.ElmLne,Santa Luisa - Tap Coyanco 66 kV,ElmLne
3416,08-Charrúa\T401 - Inforsa 220kV.ElmLne,T401 - Inforsa 220kV,ElmLne
3417,08-Charrúa\T401 - Santa Fe Energía 220 kV.ElmLne,T401 - Santa Fe Energía 220 kV,ElmLne
3418,08-Charrúa\Tap Alto Renaico - Central Alto Renaico.ElmLne,Tap Alto Renaico - Central Alto Renaico,ElmLne
3419,08-Charrúa\Tap Renaico - Nahuelbuta 66 kV.ElmLne,Tap Renaico - Nahuelbuta 66 kV,ElmLne
3420,08-Charrúa\Zona Caída - Palmucho 66 kV.ElmLne,Zona Caída - Palmucho 66 kV,ElmLne
3421,08-Charrúa\SE_CH_PINAR\Cholguan -  TCBB 13.2 kV.ElmLne,Cholguan -  TCBB 13.2 kV,ElmLne
3422,08-Charrúa\SE_CH_PINAR\El Pinar - Peumo 1x66kV.ElmLne,El Pinar - Peumo 1x66kV,ElmLne
3423,08-Charrúa\SE_CH_PINAR\Guindo Santo - TCBB 1x66 kV.ElmLne,Guindo Santo - TCBB 1x66 kV,ElmLne
3424,08-Charrúa\SE_CH_PINAR\Los Naranjos - Rauli 1x66kV.ElmLne,Los Naranjos - Rauli 1x66kV,ElmLne
3425,08-Charrúa\SE_CH_PINAR\Peumo - Los Naranjos 1x66 kV.ElmLne,Peumo - Los Naranjos 1x66 kV,ElmLne
3426,08-Charrúa\SE_CH_PINAR\Rauli - Guindo Santo 1x66 kV.ElmLne,Rauli - Guindo Santo 1x66 kV,ElmLne
3427,08-Charrúa\SE_CH_PINAR\SE El Pinar - PowerHouse.ElmLne,SE El Pinar - PowerHouse,ElmLne
3428,08-Charrúa\S/E CENTRAL PE LA FLOR 23 kV\Colector Eq. PE La Flor 23 kV.ElmLne,Colector Eq. PE La Flor 23 kV,ElmLne
3429,08-Charrúa\S/E MINI HIDRO AILLIN\Aillin 23kV -  Quilaquin.ElmLne,Aillin 23kV -  Quilaquin,ElmLne
3430,08-Charrúa\S/E MINI HIDRO AILLIN\Quilaquin - Tap Llauquereo 23kV.ElmLne,Quilaquin - Tap Llauquereo 23kV,ElmLne
3431,08-Charrúa\S/E MINI HIDRO AILLIN\Quilaquin - Tap Llauquereo 23kV(1).ElmLne,Quilaquin - Tap Llauquereo 23kV(1),ElmLne
3432,08-Charrúa\S/E MINI HIDRO AILLIN\T-1 Quilaquin - T-2 Quilaquin.ElmLne,T-1 Quilaquin - T-2 Quilaquin,ElmLne
3433,08-Charrúa\S/E MINI HIDRO AILLIN\Tap Llauquereo - Elevadora Las Juntas 23.ElmLne,Tap Llauquereo - Elevadora Las Juntas 23,ElmLne
3434,08-Charrúa\S/E PARQUE EOLICO EL MAITEN 66 kV\Collector.ElmLne,Collector,ElmLne
3435,08-Charrúa\S/E PARQUE EOLICO EL MAITEN 66 kV\Tap El Maiten - PE El Maten 66kV.ElmLne,Tap El Maiten - PE El Maten 66kV,ElmLne
3436,08-Charrúa\S/E PE ALENA 154 KV\Colector_Alena_Eq 33kV.ElmLne,Colector_Alena_Eq 33kV,ElmLne
3437,08-Charrúa\S/E PE LOS BUENOS AIRES 66 KV\Eq Colector PE Los Buenos Aires.ElmLne,Eq Colector PE Los Buenos Aires,ElmLne
3438,08-Charrúa\1x154kV Tap Trupan - Charrua\Cholguan(Abanico)-Est4(Charrua) 154 kV.ElmLne,Cholguan(Abanico)-Est4(Charrua) 154 kV,ElmLne
3439,08-Charrúa\1x154kV Tap Trupan - Charrua\Est227(Abanico) - Est254(Charrua) 154 kV.ElmLne,Est227(Abanico) - Est254(Charrua) 154 kV,ElmLne
3440,08-Charrúa\1x154kV Tap Trupan - Charrua\Est254 (Abanico) - Charrua 154 kV.ElmLne,Est254 (Abanico) - Charrua 154 kV,ElmLne
3441,08-Charrúa\1x154kV Tap Trupan - Charrua\Est4(Abanico) - Est227(Charrua) 154 kV.ElmLne,Est4(Abanico) - Est227(Charrua) 154 kV,ElmLne
3442,08-Charrúa\1x220 Cholguan - Charrua C2\Cholguán - Es227(Charrúa) 220kV C2.ElmLne,Cholguán - Es227(Charrúa) 220kV C2,ElmLne
3443,08-Charrúa\1x220 Cholguan - Charrua C2\Est227(Cholg) - Est254(Charr) 220kV C2.ElmLne,Est227(Cholg) - Est254(Charr) 220kV C2,ElmLne
3444,08-Charrúa\1x220 Cholguan - Charrua C2\Est254(Cholguán) - Charrúa 220 kV C2.ElmLne,Est254(Cholguán) - Charrúa 220 kV C2,ElmLne
3445,08-Charrúa\1x220kV Los Notros - Cholguan C2\Est184(LNotros) - Cholguan 220 kV C2.ElmLne,Est184(LNotros) - Cholguan 220 kV C2,ElmLne
3446,08-Charrúa\1x220kV Los Notros - Cholguan C2\Est4(LNotros) -Est184(Cholguan) 220kV C2.ElmLne,Est4(LNotros) -Est184(Cholguan) 220kV C2,ElmLne
3447,08-Charrúa\1x220kV Los Notros - Cholguan C2\Los Notros - Est4(Cholguan) 220kV C2.ElmLne,Los Notros - Est4(Cholguan) 220kV C2,ElmLne
3448,08-Charrúa\1x220kV Los Notros - Tap Trupan C1\Est184(LNostros) - Tap Trupán 220 kV C1.ElmLne,Est184(LNostros) - Tap Trupán 220 kV C1,ElmLne
3449,08-Charrúa\1x220kV Los Notros - Tap Trupan C1\Est4(LNotros) -Est184(Trupán) 220 kV C1.ElmLne,Est4(LNotros) -Est184(Trupán) 220 kV C1,ElmLne
3450,08-Charrúa\1x220kV Los Notros - Tap Trupan C1\Los Notros - Est4(Trupan) 220 kV C1.ElmLne,Los Notros - Est4(Trupan) 220 kV C1,ElmLne
3451,08-Charrúa\1x220kV Ralco - Los Notros\Est150(Ralco) -Los Notros 220 kV C1.ElmLne,Est150(Ralco) -Los Notros 220 kV C1,ElmLne
3452,08-Charrúa\1x220kV Ralco - Los Notros\Ralco - Zona Caída 220kV C1.ElmLne,Ralco - Zona Caída 220kV C1,ElmLne
3453,08-Charrúa\1x220kV Ralco - Los Notros\Zona Caida -Est 150(LNotros) 220kV C1.ElmLne,Zona Caida -Est 150(LNotros) 220kV C1,ElmLne
3454,08-Charrúa\1x220kV Tap Zona Caida - Los Notros\Est150(Ralco) -Los Notros 220 kV C2.ElmLne,Est150(Ralco) -Los Notros 220 kV C2,ElmLne
3455,08-Charrúa\1x220kV Tap Zona Caida - Los Notros\Zona Caida -Est 150(LNotros) 220kV C2.ElmLne,Zona Caida -Est 150(LNotros) 220kV C2,ElmLne
3456,08-Charrúa\1x66 kV Santa Barbara - Faenas Pangue\Est 146 - Pangue 66 kV.ElmLne,Est 146 - Pangue 66 kV,ElmLne
3457,08-Charrúa\1x66 kV Santa Barbara - Faenas Pangue\Santa Barbara - Est 146 66 kV.ElmLne,Santa Barbara - Est 146 66 kV,ElmLne
3458,08-Charrúa\1x66kV Duqueco - Santa Barbara\Duqueco - Est142 Santa Barbara 66 kV.ElmLne,Duqueco - Est142 Santa Barbara 66 kV,ElmLne
3459,08-Charrúa\1x66kV Duqueco - Santa Barbara\Est142- Santa Barbara 66 kV.ElmLne,Est142- Santa Barbara 66 kV,ElmLne
3460,08-Charrúa\2x154kV Abanico - Tap Trupan C1\ABANICO-E17 C1(1).ElmLne,ABANICO-E17 C1(1),ElmLne
3461,08-Charrúa\2x154kV Abanico - Tap Trupan C1\E117-E125 C1(1).ElmLne,E117-E125 C1(1),ElmLne
3462,08-Charrúa\2x154kV Abanico - Tap Trupan C1\E17-E33 C1(1).ElmLne,E17-E33 C1(1),ElmLne
3463,08-Charrúa\2x154kV Abanico - Tap Trupan C1\E33-E64 C1(1).ElmLne,E33-E64 C1(1),ElmLne
3464,08-Charrúa\2x154kV Abanico - Tap Trupan C1\E64-E80 C1(1).ElmLne,E64-E80 C1(1),ElmLne
3465,08-Charrúa\2x154kV Abanico - Tap Trupan C1\E80-E117 C1(1).ElmLne,E80-E117 C1(1),ElmLne
3466,08-Charrúa\2x154kV Abanico - Tap Trupan C2\ABANICO-E17 C2(1).ElmLne,ABANICO-E17 C2(1),ElmLne
3467,08-Charrúa\2x154kV Abanico - Tap Trupan C2\E117-E125 C2(1).ElmLne,E117-E125 C2(1),ElmLne
3468,08-Charrúa\2x154kV Abanico - Tap Trupan C2\E17-E33 C2(1).ElmLne,E17-E33 C2(1),ElmLne
3469,08-Charrúa\2x154kV Abanico - Tap Trupan C2\E33-E64 C2(1).ElmLne,E33-E64 C2(1),ElmLne
3470,08-Charrúa\2x154kV Abanico - Tap Trupan C2\E64-E80 C2(1).ElmLne,E64-E80 C2(1),ElmLne
3471,08-Charrúa\2x154kV Abanico - Tap Trupan C2\E80-E117 C2(1).ElmLne,E80-E117 C2(1),ElmLne
3472,08-Charrúa\2x220kV Los Notros - Charrua C1\Los Notros - T1  220 kV C1.ElmLne,Los Notros - T1  220 kV C1,ElmLne
3473,08-Charrúa\2x220kV Los Notros - Charrua C1\T1 - Charrúa 220kV C1.ElmLne,T1 - Charrúa 220kV C1,ElmLne
3474,08-Charrúa\2x220kV Los Notros - Charrua C2\Los Notros - T1  220 kV C2.ElmLne,Los Notros - T1  220 kV C2,ElmLne
3475,08-Charrúa\2x220kV Los Notros - Charrua C2\T1 - Charrúa 220kV C2.ElmLne,T1 - Charrúa 220kV C2,ElmLne
3476,08-Charrúa\2x220kV Pangue - Los Notros C1\Los Notros - TO Santa Barbara 220kV C1.ElmLne,Los Notros - TO Santa Barbara 220kV C1,ElmLne
3477,08-Charrúa\2x220kV Pangue - Los Notros C1\TO Santa Barbara -Pangue 220kV C1.ElmLne,TO Santa Barbara -Pangue 220kV C1,ElmLne
3478,08-Charrúa\2x220kV Pangue - Los Notros C2\Los Notros - TO Santa Barbara 220kV C2.ElmLne,Los Notros - TO Santa Barbara 220kV C2,ElmLne
3479,08-Charrúa\2x220kV Pangue - Los Notros C2\TO Santa Barbara -Pangue 220kV C2.ElmLne,TO Santa Barbara -Pangue 220kV C2,ElmLne
3480,08-Charrúa\Angol - Deuco 66kV\Angol - Est 11 66 kV.ElmLne,Angol - Est 11 66 kV,ElmLne
3481,08-Charrúa\Angol - Deuco 66kV\Est 11 - Deuco 66 kV.ElmLne,Est 11 - Deuco 66 kV,ElmLne
3482,08-Charrúa\Angol - Tap Off Alto Renaico 23kV\BP17 - BP81.ElmLne,BP17 - BP81,ElmLne
3483,08-Charrúa\Angol - Tap Off Alto Renaico 23kV\BP81 - Tap Alto Renaico.ElmLne,BP81 - Tap Alto Renaico,ElmLne
3484,08-Charrúa\Angol - Tap Off Alto Renaico 23kV\Central Renaico (d).ElmLne,Central Renaico (d),ElmLne
3485,08-Charrúa\Angol - Tap Off Alto Renaico 23kV\Central Renaico (p).ElmLne,Central Renaico (p),ElmLne
3486,08-Charrúa\Charrua - Los Guindos I 220 kV\Charrúa - Los Guindos I 220 kV.ElmLne,Charrúa - Los Guindos I 220 kV,ElmLne
3487,08-Charrúa\Charrua - Los Guindos I 220 kV\Charrúa - Los Guindos I 220 kV (subt).ElmLne,Charrúa - Los Guindos I 220 kV (subt),ElmLne
3488,08-Charrúa\Charrua - Los Guindos II 220 kV\Charrúa - Los Guindos II 220 kV.ElmLne,Charrúa - Los Guindos II 220 kV,ElmLne
3489,08-Charrúa\Charrua - Los Guindos II 220 kV\Charrúa - Los Guindos II 220 kV(subt).ElmLne,Charrúa - Los Guindos II 220 kV(subt),ElmLne
3490,08-Charrúa\Charrua - Yungay 154 kV\Charrúa - Yungay tramo 1 154 kV.ElmLne,Charrúa - Yungay tramo 1 154 kV,ElmLne
3491,08-Charrúa\Charrua - Yungay 154 kV\Charrúa - Yungay tramo 2 154 kV.ElmLne,Charrúa - Yungay tramo 2 154 kV,ElmLne
3492,08-Charrúa\Charrúa - Cabrero 66kV\Charrúa- Est 47 66KV C1.ElmLne,Charrúa- Est 47 66KV C1,ElmLne
3493,08-Charrúa\Charrúa - Cabrero 66kV\Est 47 - Est 52 66KV C1.ElmLne,Est 47 - Est 52 66KV C1,ElmLne
3494,08-Charrúa\Charrúa - Cabrero 66kV\Est 52 - Est 59 66KV C1.ElmLne,Est 52 - Est 59 66KV C1,ElmLne
3495,08-Charrúa\Charrúa - Cabrero 66kV\Est 59 - Est 72 66KV C1.ElmLne,Est 59 - Est 72 66KV C1,ElmLne
3496,08-Charrúa\Charrúa - Cabrero 66kV\Est 72 - Cabrero 66KV C1.ElmLne,Est 72 - Cabrero 66KV C1,ElmLne
3497,08-Charrúa\Charrúa - M Dolores 220 kV\Charrúa - M Dolores Tramo1.ElmLne,Charrúa - M Dolores Tramo1,ElmLne
3498,08-Charrúa\Charrúa - M Dolores 220 kV\Charrúa - M Dolores Tramo2.ElmLne,Charrúa - M Dolores Tramo2,ElmLne
3499,08-Charrúa\Deuco - Picoiquén 66 kV\Deuco - Est 49 66 kV.ElmLne,Deuco - Est 49 66 kV,ElmLne
3500,08-Charrúa\Deuco - Picoiquén 66 kV\Est 49 - Picoiquén 66 kV.ElmLne,Est 49 - Picoiquén 66 kV,ElmLne
3501,08-Charrúa\Duqueco - Los Angeles Sur 66 kV\Los Angeles Sur-V2 (Tramo 1).ElmLne,Los Angeles Sur-V2 (Tramo 1),ElmLne
3502,08-Charrúa\Duqueco - Los Angeles Sur 66 kV\V2-V3 (Tramo 2).ElmLne,V2-V3 (Tramo 2),ElmLne
3503,08-Charrúa\Duqueco - Los Angeles Sur 66 kV\V3-V4 (Tramo 3).ElmLne,V3-V4 (Tramo 3),ElmLne
3504,08-Charrúa\Duqueco - Los Angeles Sur 66 kV\V4-V5 (Tramo 4).ElmLne,V4-V5 (Tramo 4),ElmLne
3505,08-Charrúa\Duqueco - Los Angeles Sur 66 kV\V5-Duqueco (Tramo 5).ElmLne,V5-Duqueco (Tramo 5),ElmLne
3506,08-Charrúa\Los Angeles - Santa Luisa 154 kV\Est(Los Angeles) - Santa Luisa 154 kV.ElmLne,Est(Los Angeles) - Santa Luisa 154 kV,ElmLne
3507,08-Charrúa\Los Angeles - Santa Luisa 154 kV\Los Angeles - Est 5(Santa Luisa) 154 kV.ElmLne,Los Angeles - Est 5(Santa Luisa) 154 kV,ElmLne
3508,08-Charrúa\Los Buenos Aires - Tap Negrete 66 kV\Est 129- Est 130 66KV C1.ElmLne,Est 129- Est 130 66KV C1,ElmLne
